date,city,vehicle_count,avg_speed,congestion_level,temperature,heat_index,humidity,rainfall,aqi,air_quality_category,respiratory_cases,heat_related_cases,health_risk_score,risk_level
2025-10-18,Chennai,201,43,Medium,40.9,42.1,31,0.0,185,Poor,58,18,0.67,Medium
2025-10-18,Ahmedabad,186,45,Medium,33.9,36.7,71,6.2,186,Poor,52,8,0.62,Medium
2025-10-18,Hyderabad,363,25,High,38.9,40.2,32,2.7,199,Poor,63,26,0.76,High
2025-10-18,Lucknow,162,47,Medium,32.7,36.0,82,3.4,178,Poor,85,9,0.61,Medium
2025-10-18,Shimla,130,51,Low,5.7,8.0,58,5.9,86,Moderate,37,0,0.21,Low
2025-10-19,Delhi,328,29,Medium,20.2,22.7,63,11.1,243,Poor,70,0,0.61,Medium
2025-10-19,Bangalore,168,47,Medium,19.0,21.7,67,13.0,115,Poor,29,0,0.43,Medium
2025-10-19,Mumbai,423,18,High,22.3,23.9,40,0.0,231,Poor,72,0,0.7,High
2025-10-19,Chennai,359,26,High,25.3,27.9,66,0.0,220,Poor,82,0,0.7,High
2025-10-19,Ahmedabad,406,20,High,28.7,30.0,32,3.4,255,Poor,121,0,0.77,High
2025-10-19,Hyderabad,298,32,Medium,25.0,27.7,68,0.0,184,Poor,85,0,0.56,Medium
2025-10-19,Lucknow,372,24,High,27.5,30.8,82,0.0,250,Poor,69,0,0.76,High
2025-10-19,Shimla,107,54,Low,2.1,3.5,35,0.0,80,Moderate,29,0,0.18,Low
2025-10-20,Delhi,396,21,High,40.6,42.4,45,0.0,250,Poor,89,22,0.84,High
2025-10-20,Bangalore,340,28,Medium,21.8,24.8,76,0.0,195,Poor,97,0,0.56,Medium
2025-10-20,Mumbai,355,26,High,31.0,32.7,42,0.0,215,Poor,71,3,0.73,High
2025-10-20,Chennai,234,39,Medium,36.3,39.1,69,0.0,206,Poor,76,13,0.67,Medium
2025-10-20,Ahmedabad,259,37,Medium,26.1,27.4,32,0.0,210,Poor,93,0,0.6,Medium
2025-10-20,Hyderabad,453,15,High,34.6,36.8,54,0.0,239,Poor,97,16,0.79,High
2025-10-20,Lucknow,154,48,Medium,27.2,29.0,44,5.4,169,Poor,50,0,0.56,Medium
2025-10-20,Shimla,169,47,Medium,6.8,9.0,56,0.0,98,Moderate,38,0,0.33,Low
2025-10-21,Delhi,339,28,Medium,40.7,42.2,38,0.0,243,Poor,71,35,0.75,High
2025-10-21,Bangalore,390,22,High,19.2,21.3,53,0.0,172,Poor,52,0,0.6,Medium
2025-10-21,Mumbai,386,23,High,37.3,39.3,49,0.4,236,Poor,97,18,0.8,High
2025-10-21,Chennai,294,33,Medium,25.0,28.0,75,0.0,216,Poor,67,0,0.6,Medium
2025-10-21,Ahmedabad,434,17,High,43.8,45.3,37,0.0,248,Poor,110,23,0.86,High
2025-10-21,Hyderabad,468,13,High,40.4,43.6,80,0.0,213,Poor,54,28,0.79,High
2025-10-21,Lucknow,361,25,High,24.7,27.5,71,0.0,258,Poor,93,0,0.75,High
2025-10-21,Shimla,113,53,Low,27.1,30.0,73,0.0,84,Moderate,21,0,0.35,Low
2025-10-22,Delhi,527,10,High,32.1,33.7,40,17.6,297,Poor,119,3,0.85,High
2025-10-22,Bangalore,168,47,Medium,19.1,20.3,30,0.0,126,Poor,62,0,0.45,Medium
2025-10-22,Mumbai,474,13,High,22.3,24.1,46,0.0,233,Poor,92,0,0.7,High
2025-10-22,Chennai,361,25,High,32.8,35.2,60,5.2,206,Poor,76,7,0.73,High
2025-10-22,Ahmedabad,348,27,Medium,29.0,31.8,70,0.0,215,Poor,76,0,0.63,Medium
2025-10-22,Hyderabad,387,22,High,34.5,37.5,74,0.0,219,Poor,71,10,0.76,High
2025-10-22,Lucknow,411,20,High,31.1,33.2,53,0.0,250,Poor,101,4,0.78,High
2025-10-22,Shimla,131,51,Low,7.2,10.3,78,0.0,93,Moderate,29,0,0.23,Low
2025-10-23,Delhi,542,10,High,37.6,39.0,35,0.0,285,Poor,75,20,0.87,High
2025-10-23,Bangalore,379,23,High,29.7,32.3,64,0.0,168,Poor,56,0,0.66,Medium
2025-10-23,Mumbai,562,10,High,36.4,38.4,50,0.0,245,Poor,107,21,0.81,High
2025-10-23,Chennai,488,11,High,40.5,43.1,65,0.0,269,Poor,84,36,0.87,High
2025-10-23,Ahmedabad,351,26,High,18.8,21.5,68,0.0,218,Poor,65,0,0.66,Medium
2025-10-23,Hyderabad,186,45,Medium,28.3,31.4,78,16.1,174,Poor,71,0,0.57,Medium
2025-10-23,Lucknow,315,30,Medium,37.5,39.6,52,0.0,244,Poor,105,24,0.73,High
2025-10-23,Shimla,151,49,Medium,7.9,9.4,38,0.0,86,Moderate,30,0,0.32,Low
2025-10-24,Delhi,376,24,High,22.2,23.9,42,0.0,273,Poor,119,0,0.75,High
2025-10-24,Bangalore,403,21,High,18.3,20.2,47,6.5,178,Poor,58,0,0.6,Medium
2025-10-24,Mumbai,579,10,High,32.8,34.6,45,0.0,283,Poor,102,6,0.84,High
2025-10-24,Chennai,284,34,Medium,27.4,30.4,76,0.0,192,Poor,91,0,0.59,Medium
2025-10-24,Ahmedabad,327,29,Medium,44.1,46.3,54,0.0,212,Poor,92,39,0.73,High
2025-10-24,Hyderabad,232,40,Medium,41.8,43.5,43,0.0,150,Poor,49,33,0.63,Medium
2025-10-24,Lucknow,173,46,Medium,34.9,36.3,35,0.0,187,Poor,63,18,0.63,Medium
2025-10-24,Shimla,71,58,Low,14.2,16.6,59,0.0,94,Moderate,46,0,0.28,Low
2025-10-25,Delhi,589,10,High,22.7,25.3,66,0.0,321,Poor,100,0,0.79,High
2025-10-25,Bangalore,176,46,Medium,23.7,27.0,82,0.0,122,Poor,46,0,0.47,Medium
2025-10-25,Mumbai,465,14,High,25.0,26.3,32,0.0,232,Poor,78,0,0.72,High
2025-10-25,Chennai,280,34,Medium,27.6,29.2,39,0.0,192,Poor,77,0,0.59,Medium
2025-10-25,Ahmedabad,376,24,High,22.5,24.4,48,0.0,232,Poor,60,0,0.7,High
2025-10-25,Hyderabad,369,24,High,31.3,33.7,61,0.0,187,Poor,92,2,0.7,High
2025-10-25,Lucknow,242,39,Medium,19.1,21.6,62,8.8,196,Poor,66,0,0.54,Medium
2025-10-25,Shimla,103,54,Low,20.1,22.7,66,0.0,66,Moderate,24,0,0.28,Low
2025-10-26,Delhi,380,23,High,15.9,18.8,73,0.0,269,Poor,118,0,0.7,High
2025-10-26,Bangalore,240,39,Medium,33.1,35.5,61,0.0,162,Poor,61,10,0.59,Medium
2025-10-26,Mumbai,607,10,High,32.5,35.4,73,0.0,251,Poor,82,6,0.79,High
2025-10-26,Chennai,537,10,High,34.8,36.8,49,0.0,244,Poor,84,11,0.8,High
2025-10-26,Ahmedabad,473,13,High,41.6,43.0,34,3.4,243,Poor,92,44,0.84,High
2025-10-26,Hyderabad,250,38,Medium,27.2,29.5,58,0.0,168,Poor,75,0,0.56,Medium
2025-10-26,Lucknow,308,31,Medium,19.0,20.9,47,0.0,207,Poor,74,0,0.55,Medium
2025-10-26,Shimla,94,55,Low,9.8,11.8,50,0.0,64,Moderate,30,0,0.21,Low
2025-10-27,Delhi,488,11,High,37.6,41.0,85,7.8,291,Poor,113,22,0.88,High
2025-10-27,Bangalore,241,39,Medium,28.5,30.4,48,0.0,155,Poor,58,0,0.55,Medium
2025-10-27,Mumbai,443,16,High,37.5,39.1,39,0.0,233,Poor,68,26,0.8,High
2025-10-27,Chennai,322,30,Medium,29.4,32.5,78,3.5,219,Poor,91,0,0.64,Medium
2025-10-27,Ahmedabad,189,44,Medium,18.6,20.6,49,0.0,196,Poor,65,0,0.54,Medium
2025-10-27,Hyderabad,393,22,High,38.0,39.5,38,0.0,198,Poor,96,21,0.76,High
2025-10-27,Lucknow,183,45,Medium,18.3,19.6,32,0.0,196,Poor,80,0,0.53,Medium
2025-10-27,Shimla,180,45,Medium,15.5,17.4,48,19.3,88,Moderate,43,0,0.37,Low
2025-10-28,Delhi,303,32,Medium,14.0,16.1,53,0.0,228,Poor,111,0,0.55,Medium
2025-10-28,Bangalore,342,27,Medium,28.8,30.2,35,0.0,176,Poor,85,0,0.58,Medium
2025-10-28,Mumbai,495,10,High,28.5,30.9,59,0.0,239,Poor,89,0,0.75,High
2025-10-28,Chennai,296,33,Medium,27.8,29.3,37,0.0,222,Poor,83,0,0.63,Medium
2025-10-28,Ahmedabad,277,35,Medium,18.4,21.6,81,0.0,206,Poor,55,0,0.55,Medium
2025-10-28,Hyderabad,346,27,Medium,36.3,39.6,83,0.0,202,Poor,76,20,0.66,Medium
2025-10-28,Lucknow,398,21,High,34.4,36.8,59,0.0,267,Poor,126,10,0.83,High
2025-10-28,Shimla,87,56,Low,14.5,17.5,76,0.0,83,Moderate,37,0,0.27,Low
2025-10-29,Delhi,596,10,High,21.2,24.0,69,0.0,318,Poor,156,0,0.78,High
2025-10-29,Bangalore,365,25,High,33.0,36.4,85,0.0,200,Poor,86,7,0.73,High
2025-10-29,Mumbai,635,10,High,36.8,39.3,63,0.0,296,Poor,112,17,0.88,High
2025-10-29,Chennai,468,13,High,27.7,29.7,51,14.4,233,Poor,83,0,0.74,High
2025-10-29,Ahmedabad,492,11,High,41.4,43.5,53,19.5,267,Poor,130,32,0.87,High
2025-10-29,Hyderabad,370,24,High,31.3,32.7,36,0.0,199,Poor,92,3,0.71,High
2025-10-29,Lucknow,221,41,Medium,33.7,35.5,46,19.1,206,Poor,55,12,0.65,Medium
2025-10-29,Shimla,69,58,Low,11.2,12.6,35,0.0,96,Moderate,24,0,0.26,Low
2025-10-30,Delhi,276,35,Medium,35.3,37.3,50,0.0,226,Poor,96,11,0.69,Medium
2025-10-30,Bangalore,307,31,Medium,22.1,25.2,77,0.0,175,Poor,67,0,0.53,Medium
2025-10-30,Mumbai,300,32,Medium,24.0,25.9,47,0.0,187,Poor,70,0,0.56,Medium
2025-10-30,Chennai,246,38,Medium,35.1,37.9,71,0.0,178,Poor,75,12,0.62,Medium
2025-10-30,Ahmedabad,390,22,High,39.0,42.0,75,0.0,247,Poor,72,34,0.83,High
2025-10-30,Hyderabad,366,25,High,30.0,32.2,55,0.0,195,Poor,93,0,0.7,High
2025-10-30,Lucknow,227,40,Medium,36.7,38.2,37,0.0,187,Poor,85,11,0.64,Medium
2025-10-30,Shimla,111,53,Low,22.0,23.3,32,0.0,100,Moderate,27,0,0.34,Low
2025-10-31,Delhi,594,10,High,39.6,42.8,80,0.0,323,Poor,88,14,0.9,High
2025-10-31,Bangalore,176,46,Medium,17.8,19.8,51,0.0,117,Poor,38,0,0.42,Medium
2025-10-31,Mumbai,386,23,High,32.8,34.2,34,0.0,225,Poor,81,9,0.76,High
2025-10-31,Chennai,270,35,Medium,39.9,41.7,44,0.0,188,Poor,65,26,0.67,Medium
2025-10-31,Ahmedabad,455,15,High,22.3,23.5,30,0.0,251,Poor,118,0,0.72,High
2025-10-31,Hyderabad,418,19,High,22.8,26.1,83,0.0,195,Poor,92,0,0.65,Medium
2025-10-31,Lucknow,416,19,High,23.1,24.6,37,0.0,267,Poor,76,0,0.75,High
2025-10-31,Shimla,123,52,Low,24.6,26.8,56,0.0,73,Moderate,31,0,0.32,Low
2025-11-01,Delhi,320,30,Medium,23.1,25.2,52,0.0,251,Poor,110,0,0.64,Medium
2025-11-01,Bangalore,160,48,Medium,23.1,25.1,51,0.0,150,Poor,51,0,0.5,Medium
2025-11-01,Mumbai,530,10,High,24.6,27.5,72,0.0,266,Poor,101,0,0.76,High
2025-11-01,Chennai,482,12,High,37.9,40.3,61,0.0,255,Poor,98,30,0.83,High
2025-11-01,Ahmedabad,414,19,High,26.0,27.5,37,0.0,239,Poor,118,0,0.73,High
2025-11-01,Hyderabad,430,18,High,38.6,40.5,47,5.0,229,Poor,85,22,0.8,High
2025-11-01,Lucknow,261,36,Medium,25.1,28.4,82,0.0,196,Poor,59,0,0.58,Medium
2025-11-01,Shimla,91,55,Low,4.6,6.0,35,0.0,94,Moderate,24,0,0.22,Low
2025-11-02,Delhi,355,26,High,18.9,20.1,31,0.0,265,Poor,87,0,0.72,High
2025-11-02,Bangalore,383,23,High,25.2,27.2,51,9.5,168,Poor,64,0,0.63,Medium
2025-11-02,Mumbai,477,12,High,24.8,28.2,84,0.0,253,Poor,63,0,0.74,High
2025-11-02,Chennai,230,40,Medium,24.7,27.1,60,3.4,181,Poor,79,0,0.56,Medium
2025-11-02,Ahmedabad,269,36,Medium,41.0,42.6,39,18.8,223,Poor,88,31,0.72,High
2025-11-02,Hyderabad,180,45,Medium,26.5,29.2,68,0.0,136,Poor,64,0,0.51,Medium
2025-11-02,Lucknow,261,36,Medium,39.9,41.3,34,0.0,216,Poor,63,20,0.7,High
2025-11-02,Shimla,133,51,Low,17.7,20.0,58,0.0,90,Moderate,32,0,0.3,Low
2025-11-03,Delhi,528,10,High,14.2,17.0,69,0.0,286,Poor,90,0,0.72,High
2025-11-03,Bangalore,403,21,High,23.1,26.0,72,0.0,186,Poor,67,0,0.64,Medium
2025-11-03,Mumbai,419,19,High,29.7,32.6,73,0.0,223,Poor,99,0,0.74,High
2025-11-03,Chennai,285,34,Medium,32.7,34.4,42,0.0,204,Poor,54,5,0.64,Medium
2025-11-03,Ahmedabad,213,42,Medium,28.6,31.6,76,0.0,184,Poor,78,0,0.59,Medium
2025-11-03,Hyderabad,377,24,High,21.0,23.3,58,0.0,212,Poor,78,0,0.66,Medium
2025-11-03,Lucknow,414,19,High,15.8,18.1,58,0.0,240,Poor,60,0,0.67,Medium
2025-11-03,Shimla,94,55,Low,9.8,13.2,84,0.0,87,Moderate,40,0,0.24,Low
2025-11-04,Delhi,542,10,High,37.7,39.3,41,0.0,301,Poor,117,12,0.89,High
2025-11-04,Bangalore,376,24,High,21.5,22.7,30,0.0,193,Poor,86,0,0.64,Medium
2025-11-04,Mumbai,512,10,High,23.0,26.0,76,0.0,265,Poor,112,0,0.75,High
2025-11-04,Chennai,497,10,High,27.8,29.4,39,0.0,251,Poor,88,0,0.76,High
2025-11-04,Ahmedabad,305,32,Medium,19.8,22.0,56,0.0,210,Poor,98,0,0.56,Medium
2025-11-04,Hyderabad,423,18,High,34.5,37.9,84,2.9,221,Poor,73,16,0.76,High
2025-11-04,Lucknow,245,38,Medium,32.9,34.6,43,0.0,231,Poor,76,6,0.68,Medium
2025-11-04,Shimla,105,54,Low,19.4,22.4,75,0.0,66,Moderate,22,0,0.28,Low
2025-11-05,Delhi,403,21,High,20.5,21.9,34,0.0,256,Poor,67,0,0.72,High
2025-11-05,Bangalore,440,17,High,33.7,35.4,42,0.0,185,Poor,70,14,0.71,High
2025-11-05,Mumbai,440,17,High,31.5,34.0,62,0.0,211,Poor,65,2,0.73,High
2025-11-05,Chennai,501,10,High,27.3,30.1,71,0.0,265,Poor,94,0,0.78,High
2025-11-05,Ahmedabad,475,13,High,26.5,27.9,36,0.0,271,Poor,77,0,0.78,High
2025-11-05,Hyderabad,410,20,High,24.1,25.3,30,10.7,209,Poor,75,0,0.68,Medium
2025-11-05,Lucknow,300,32,Medium,25.4,28.8,84,0.0,222,Poor,66,0,0.62,Medium
2025-11-05,Shimla,81,56,Low,6.2,8.0,44,0.0,81,Moderate,20,0,0.21,Low
2025-11-06,Delhi,240,39,Medium,17.1,19.2,52,0.4,222,Poor,62,0,0.56,Medium
2025-11-06,Bangalore,314,31,Medium,26.3,28.7,60,0.0,188,Poor,88,0,0.58,Medium
2025-11-06,Mumbai,512,10,High,36.2,37.5,32,0.0,242,Poor,94,13,0.8,High
2025-11-06,Chennai,242,39,Medium,28.3,30.5,55,0.0,176,Poor,46,0,0.57,Medium
2025-11-06,Ahmedabad,422,19,High,26.0,27.4,35,2.4,259,Poor,108,0,0.76,High
2025-11-06,Hyderabad,180,45,Medium,22.1,23.9,46,5.6,137,Poor,36,0,0.48,Medium
2025-11-06,Lucknow,360,25,High,15.5,16.8,33,0.8,229,Poor,109,0,0.65,Medium
2025-11-06,Shimla,90,55,Low,5.0,6.8,46,18.0,72,Moderate,27,0,0.19,Low
2025-11-07,Delhi,200,43,Medium,23.4,26.2,71,12.4,209,Poor,53,0,0.58,Medium
2025-11-07,Bangalore,443,16,High,31.7,33.5,45,0.0,188,Poor,74,4,0.7,High
2025-11-07,Mumbai,388,22,High,30.1,31.7,41,19.9,209,Poor,89,0,0.72,High
2025-11-07,Chennai,490,11,High,30.1,32.5,60,0.0,236,Poor,83,0,0.76,High
2025-11-07,Ahmedabad,485,12,High,30.7,33.1,60,0.0,277,Poor,92,1,0.81,High
2025-11-07,Hyderabad,276,35,Medium,33.6,36.0,61,0.0,173,Poor,85,13,0.6,Medium
2025-11-07,Lucknow,284,34,Medium,15.1,17.1,49,0.0,205,Poor,85,0,0.52,Medium
2025-11-07,Shimla,125,52,Low,10.8,12.6,45,0.0,95,Moderate,30,0,0.26,Low
2025-11-08,Delhi,587,10,High,18.4,20.0,39,1.0,291,Poor,140,0,0.75,High
2025-11-08,Bangalore,318,30,Medium,22.4,24.0,40,0.0,181,Poor,78,0,0.54,Medium
2025-11-08,Mumbai,538,10,High,28.7,31.8,77,15.6,235,Poor,99,0,0.74,High
2025-11-08,Chennai,528,10,High,35.3,36.8,38,0.0,281,Poor,80,12,0.85,High
2025-11-08,Ahmedabad,272,35,Medium,21.6,24.0,59,0.0,219,Poor,80,0,0.59,Medium
2025-11-08,Hyderabad,478,12,High,37.6,40.3,67,15.2,226,Poor,88,21,0.79,High
2025-11-08,Lucknow,286,34,Medium,21.9,25.1,79,0.0,202,Poor,76,0,0.57,Medium
2025-11-08,Shimla,140,50,Low,9.6,11.6,50,0.0,81,Moderate,32,0,0.23,Low
2025-11-09,Delhi,279,34,Medium,10.5,12.2,42,0.0,211,Poor,84,0,0.5,Medium
2025-11-09,Bangalore,210,42,Medium,22.3,24.3,51,0.0,125,Poor,53,0,0.47,Medium
2025-11-09,Mumbai,516,10,High,30.8,32.6,46,0.0,258,Poor,67,1,0.79,High
2025-11-09,Chennai,407,20,High,35.1,36.7,41,0.0,218,Poor,86,12,0.76,High
2025-11-09,Ahmedabad,282,34,Medium,27.5,30.8,82,0.0,194,Poor,58,0,0.59,Medium
2025-11-09,Hyderabad,319,30,Medium,25.5,28.8,83,0.0,204,Poor,74,0,0.59,Medium
2025-11-09,Lucknow,321,30,Medium,18.1,21.4,83,0.0,227,Poor,106,0,0.57,Medium
2025-11-09,Shimla,151,49,Medium,11.2,13.9,67,0.0,84,Moderate,40,0,0.34,Low
2025-11-10,Delhi,218,41,Medium,37.6,39.5,47,0.0,214,Poor,101,13,0.69,Medium
2025-11-10,Bangalore,374,24,High,24.0,25.9,48,0.0,166,Poor,44,0,0.62,Medium
2025-11-10,Mumbai,311,31,Medium,33.2,35.9,67,0.0,195,Poor,93,6,0.63,Medium
2025-11-10,Chennai,348,27,Medium,25.3,28.5,79,0.0,231,Poor,102,0,0.63,Medium
2025-11-10,Ahmedabad,321,30,Medium,42.7,45.8,78,0.0,201,Poor,88,46,0.7,High
2025-11-10,Hyderabad,451,15,High,29.1,30.8,43,0.0,221,Poor,72,0,0.73,High
2025-11-10,Lucknow,319,30,Medium,22.6,25.0,59,0.0,217,Poor,82,0,0.59,Medium
2025-11-10,Shimla,134,51,Low,10.9,13.1,55,0.6,108,Poor,34,0,0.28,Low
2025-11-11,Delhi,202,43,Medium,18.5,20.5,51,0.0,227,Poor,74,0,0.58,Medium
2025-11-11,Bangalore,362,25,High,18.3,21.7,84,0.0,197,Poor,60,0,0.62,Medium
2025-11-11,Mumbai,392,22,High,35.7,36.9,30,0.0,216,Poor,100,21,0.77,High
2025-11-11,Chennai,363,25,High,27.0,30.0,74,0.2,233,Poor,104,0,0.73,High
2025-11-11,Ahmedabad,471,13,High,36.2,37.5,33,0.0,244,Poor,70,15,0.81,High
2025-11-11,Hyderabad,217,41,Medium,24.8,27.3,63,0.0,174,Poor,71,0,0.55,Medium
2025-11-11,Lucknow,256,37,Medium,30.4,32.8,59,0.0,213,Poor,101,0,0.64,Medium
2025-11-11,Shimla,177,46,Medium,8.5,11.0,62,0.0,122,Poor,49,0,0.37,Low
2025-11-12,Delhi,302,32,Medium,31.8,34.4,64,0.0,228,Poor,66,5,0.67,Medium
2025-11-12,Bangalore,154,48,Medium,31.1,34.0,73,3.9,135,Poor,64,3,0.54,Medium
2025-11-12,Mumbai,402,21,High,37.9,41.3,84,0.0,221,Poor,94,23,0.79,High
2025-11-12,Chennai,460,14,High,25.4,26.8,36,10.2,264,Poor,96,0,0.76,High
2025-11-12,Ahmedabad,424,18,High,29.7,32.1,59,11.6,257,Poor,99,0,0.78,High
2025-11-12,Hyderabad,182,45,Medium,28.9,31.2,57,0.0,155,Poor,55,0,0.55,Medium
2025-11-12,Lucknow,231,40,Medium,24.6,26.0,34,0.0,209,Poor,87,0,0.59,Medium
2025-11-12,Shimla,182,45,Medium,15.7,17.6,47,0.0,102,Poor,38,0,0.39,Low
2025-11-13,Delhi,462,14,High,41.3,43.8,63,0.0,286,Poor,92,34,0.9,High
2025-11-13,Bangalore,289,33,Medium,18.2,19.6,35,16.9,169,Poor,81,0,0.5,Medium
2025-11-13,Mumbai,440,17,High,23.7,26.8,77,2.2,239,Poor,94,0,0.72,High
2025-11-13,Chennai,329,29,Medium,41.7,44.8,77,0.0,213,Poor,56,39,0.71,High
2025-11-13,Ahmedabad,421,19,High,33.1,34.9,45,0.0,251,Poor,110,11,0.8,High
2025-11-13,Hyderabad,277,35,Medium,28.9,31.3,61,0.0,170,Poor,72,0,0.57,Medium
2025-11-13,Lucknow,240,39,Medium,17.7,21.0,82,0.0,205,Poor,75,0,0.54,Medium
2025-11-13,Shimla,176,46,Medium,6.3,7.6,32,0.0,92,Moderate,41,0,0.31,Low
2025-11-14,Delhi,409,20,High,38.7,41.8,77,0.0,276,Poor,126,25,0.87,High
2025-11-14,Bangalore,379,23,High,28.6,31.9,83,16.3,196,Poor,71,0,0.69,Medium
2025-11-14,Mumbai,400,21,High,34.4,37.7,83,0.0,214,Poor,58,11,0.75,High
2025-11-14,Chennai,293,33,Medium,31.6,33.6,50,0.0,191,Poor,68,3,0.62,Medium
2025-11-14,Ahmedabad,409,20,High,42.6,46.0,84,8.6,253,Poor,93,20,0.86,High
2025-11-14,Hyderabad,259,37,Medium,25.6,28.6,76,15.8,174,Poor,75,0,0.55,Medium
2025-11-14,Lucknow,389,22,High,14.6,16.2,40,0.0,234,Poor,96,0,0.65,Medium
2025-11-14,Shimla,113,53,Low,20.5,23.7,79,0.0,75,Moderate,31,0,0.3,Low
2025-11-15,Delhi,597,10,High,32.3,34.9,66,6.8,323,Poor,129,4,0.86,High
2025-11-15,Bangalore,169,47,Medium,20.7,23.9,80,0.0,124,Poor,49,0,0.45,Medium
2025-11-15,Mumbai,364,25,High,25.1,26.9,46,0.0,192,Poor,73,0,0.66,Medium
2025-11-15,Chennai,337,28,Medium,31.6,33.0,36,0.0,211,Poor,55,2,0.64,Medium
2025-11-15,Ahmedabad,332,29,Medium,38.5,40.2,43,0.0,222,Poor,95,33,0.7,High
2025-11-15,Hyderabad,286,34,Medium,31.0,33.1,52,8.9,172,Poor,52,3,0.59,Medium
2025-11-15,Lucknow,294,33,Medium,14.0,16.3,58,0.0,232,Poor,66,0,0.55,Medium
2025-11-15,Shimla,73,57,Low,14.4,17.7,82,14.3,97,Moderate,44,0,0.29,Low
2025-11-16,Delhi,469,13,High,13.3,15.8,62,0.0,285,Poor,75,0,0.71,High
2025-11-16,Bangalore,292,33,Medium,27.5,30.0,63,0.0,170,Poor,45,0,0.56,Medium
2025-11-16,Mumbai,253,37,Medium,26.7,29.7,74,0.0,178,Poor,48,0,0.57,Medium
2025-11-16,Chennai,337,28,Medium,38.6,42.0,84,0.0,223,Poor,110,30,0.7,High
2025-11-16,Ahmedabad,410,20,High,22.8,24.6,45,0.0,222,Poor,76,0,0.69,Medium
2025-11-16,Hyderabad,457,15,High,39.5,40.9,36,0.0,210,Poor,60,36,0.78,High
2025-11-16,Lucknow,262,36,Medium,19.3,21.7,60,0.0,202,Poor,70,0,0.55,Medium
2025-11-16,Shimla,190,44,Medium,9.8,12.5,68,0.0,121,Poor,50,0,0.38,Low
2025-11-17,Delhi,464,14,High,26.8,28.6,45,0.0,286,Poor,142,0,0.8,High
2025-11-17,Bangalore,436,17,High,18.0,20.2,56,9.2,189,Poor,77,0,0.61,Medium
2025-11-17,Mumbai,470,13,High,36.6,39.6,75,0.0,218,Poor,96,11,0.77,High
2025-11-17,Chennai,446,16,High,37.0,40.2,79,0.0,229,Poor,96,20,0.79,High
2025-11-17,Ahmedabad,382,23,High,41.2,43.9,67,0.0,246,Poor,120,18,0.84,High
2025-11-17,Hyderabad,418,19,High,41.2,44.1,72,0.0,223,Poor,96,32,0.81,High
2025-11-17,Lucknow,237,39,Medium,19.3,21.8,63,0.0,201,Poor,88,0,0.55,Medium
2025-11-17,Shimla,124,52,Low,13.0,16.0,75,0.0,74,Moderate,36,0,0.25,Low
2025-11-18,Delhi,566,10,High,26.4,28.9,63,0.0,301,Poor,94,0,0.82,High
2025-11-18,Bangalore,273,35,Medium,25.1,27.1,50,0.0,178,Poor,68,0,0.55,Medium
2025-11-18,Mumbai,429,18,High,29.8,32.4,66,0.0,224,Poor,109,0,0.74,High
2025-11-18,Chennai,463,14,High,24.2,26.1,48,0.0,252,Poor,75,0,0.74,High
2025-11-18,Ahmedabad,453,15,High,21.7,23.2,38,0.0,269,Poor,79,0,0.74,High
2025-11-18,Hyderabad,355,26,High,40.6,43.3,67,0.0,218,Poor,105,42,0.8,High
2025-11-18,Lucknow,276,35,Medium,12.5,15.8,83,0.0,211,Poor,53,0,0.51,Medium
2025-11-18,Shimla,141,50,Low,25.7,28.2,62,0.0,111,Poor,50,0,0.38,Low
2025-11-19,Delhi,513,10,High,19.9,23.1,81,0.0,282,Poor,105,0,0.75,High
2025-11-19,Bangalore,312,31,Medium,24.1,25.5,34,0.0,171,Poor,82,0,0.54,Medium
2025-11-19,Mumbai,599,10,High,30.4,31.7,33,0.0,267,Poor,83,1,0.8,High
2025-11-19,Chennai,429,18,High,32.3,33.6,33,10.4,233,Poor,68,8,0.77,High
2025-11-19,Ahmedabad,406,20,High,31.9,34.6,68,17.4,238,Poor,86,7,0.77,High
2025-11-19,Hyderabad,449,16,High,21.8,25.2,84,0.0,202,Poor,96,0,0.65,Medium
2025-11-19,Lucknow,320,30,Medium,38.0,39.4,36,0.0,213,Poor,77,20,0.69,Medium
2025-11-19,Shimla,157,48,Medium,14.3,15.6,32,0.0,101,Poor,36,0,0.38,Low
2025-11-20,Delhi,590,10,High,35.2,37.2,51,0.0,322,Poor,130,9,0.87,High
2025-11-20,Bangalore,317,30,Medium,21.3,23.7,59,13.5,160,Poor,55,0,0.51,Medium
2025-11-20,Mumbai,393,22,High,35.0,37.3,58,0.0,213,Poor,55,10,0.76,High
2025-11-20,Chennai,344,27,Medium,37.4,40.3,73,8.1,199,Poor,84,22,0.66,Medium
2025-11-20,Ahmedabad,310,31,Medium,30.8,33.1,58,0.0,235,Poor,107,1,0.67,Medium
2025-11-20,Hyderabad,243,38,Medium,30.2,32.4,56,0.0,165,Poor,62,0,0.57,Medium
2025-11-20,Lucknow,340,28,Medium,20.9,24.1,79,0.0,219,Poor,57,0,0.58,Medium
2025-11-20,Shimla,67,58,Low,20.7,23.3,64,0.0,89,Moderate,29,0,0.32,Low
2025-11-21,Delhi,580,10,High,22.0,25.2,81,0.0,285,Poor,87,0,0.77,High
2025-11-21,Bangalore,327,29,Medium,24.0,26.9,73,19.2,167,Poor,74,0,0.53,Medium
2025-11-21,Mumbai,321,30,Medium,36.0,38.1,53,0.0,184,Poor,55,14,0.64,Medium
